Country Name,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Suriname,5761.39536,6858.163158,7443.850178,8303.31332,8318.97692,9272.413453,9484.568098,9564.406383,8724.723897,5871.442003
Slovak Republic,16057.73314,18650.35912,16512.98197,16600.61359,18187.15744,17274.6423,18191.61279,18629.77966,16132.86031,16535.91686
Slovenia,23841.31792,27501.81027,24633.79785,23437.47202,24985.24827,22532.43564,23357.9392,24202.43084,20873.16111,21652.27833
Sweden,53324.37937,55746.84238,46207.0592,52076.25591,59593.28711,57134.07707,60283.24522,59180.19898,50812.19086,51949.27143
Swaziland,3047.488037,2842.43853,3032.517049,3690.239228,3934.273373,3864.760436,3587.000316,3379.896499,3047.946756,2770.199475
Sint Maarten (Dutch part),,,,,,,,,,
Seychelles,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12845.17363,15687.34795,15570.77892,15390.04064,15075.71944
Syrian Arab Republic,2058.035209,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,
Chad,801.683884,929.7702391,804.4559039,896.5697341,989.2363633,973.4702574,986.0103177,1025.998515,777.2487051,664.2956519
East Asia & Pacific (IDA & IBRD countries),2501.597827,3142.197611,3384.098571,4053.477373,4919.256026,5448.543312,5971.457667,6374.726365,6584.257155,6656.615569
Europe & Central Asia (IDA & IBRD countries),7227.097784,8920.899923,7041.451648,8234.206658,9965.598566,10344.56739,10918.80042,10263.45988,7944.292415,7605.174007
Togo,420.7604743,513.391914,499.6468713,487.9238913,562.3393592,563.6894247,579.434805,620.1318489,551.1308346,578.4616936
Thailand,3972.206475,4378.687406,4212.054902,5075.302176,5491.159981,5859.915622,6171.262444,5941.84071,5814.863134,5910.620932
Tajikistan,520.035956,706.0914128,666.3458569,738.3475227,834.5412953,954.7205253,1040.214412,1104.459019,918.6771543,795.8438644
Turkmenistan,2600.371428,3904.467675,4036.459223,4439.203,5649.978486,6675.262954,7304.420525,7962.365824,6432.668768,6389.334143
Latin America & the Caribbean (IDA & IBRD countries),6729.410437,7761.48267,7182.110171,8861.944198,9983.721229,9948.704096,10076.21157,10148.04562,8534.506463,8196.103249
Timor-Leste,498.8491398,611.7759685,719.7315431,806.0627745,931.0460326,1027.784502,1190.510366,1196.061391,1294.54454,1405.387212
Middle East & North Africa (IDA & IBRD countries),3174.085226,3840.681292,3648.611762,4143.288742,4611.075979,4853.347282,4505.560529,4424.801229,3936.596023,3901.330813
Tonga,2932.315883,3392.887992,3070.987247,3548.068399,4044.979721,4500.750362,4278.884567,4196.470593,4093.849585,3748.641794
South Asia (IDA & IBRD),953.8694488,956.6951702,1036.096113,1252.286986,1373.845812,1370.565409,1386.836579,1497.055909,1538.137074,1637.515774
Sub-Saharan Africa (IDA & IBRD countries),1155.598604,1285.932768,1198.511342,1557.330641,1705.276451,1739.909555,1783.635508,1819.169878,1596.977602,1464.124539
Trinidad and Tobago,16530.18044,21188.11857,14508.8796,16683.94578,19053.97067,19152.05301,19607.78678,19325.27739,17321.78762,16040.52424
Tunisia,3778.184171,4310.093026,4129.977335,4140.15177,4256.91279,4137.54814,4199.084678,4270.307423,3828.100633,3688.646375
Turkey,9709.720022,10850.87039,9036.266711,10672.05482,11341.13134,11720.3077,12542.93076,12127.22567,10984.77076,10862.6004
Tuvalu,2638.911845,2929.42164,2595.639908,3021.889528,3698.910096,3718.018711,3542.135089,3415.813158,2970.027974,3083.615251
Tanzania,528.063562,651.2624387,658.7579527,701.6045501,733.4128065,820.1562898,901.7314303,950.3743138,872.2940933,879.193814
Uganda,401.8508631,449.6928183,554.404991,595.2061732,574.9402639,637.1300089,655.0496074,702.8808064,674.044972,580.3835385
Ukraine,3068.608998,3891.037823,2545.480341,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2185.728031
Upper middle income,4589.791881,5571.012913,5324.839677,6407.79366,7610.915107,8071.346685,8526.373053,8741.294774,8112.929282,7994.022621
Uruguay,7009.697046,9062.312164,9415.170386,11938.212,14166.49908,15092.06819,16881.20568,16737.89827,15524.84247,15220.56603
United States,48061.53766,48401.42734,47001.55535,48373.87882,49790.66548,51450.1223,52787.02695,54598.55069,56469.00897,57638.15909
Uzbekistan,830.4076942,1082.286025,1213.265328,1377.08214,1564.966945,1740.468298,1907.551233,2050.448414,2137.576852,2110.647872
St. Vincent and the Grenadines,5977.544851,6370.437886,6177.610514,6231.770232,6183.676822,6338.117781,6597.211381,6650.061128,6899.691708,7006.596196
"Venezuela, RB",8318.803399,11227.23138,11536.14939,13545.20584,10741.57638,12755.00008,12237.22406,15692.41288,,
British Virgin Islands,,,,,,,,,,
Virgin Islands (U.S.),44711.09539,39685.87463,39388.23133,40831.11408,40072.22264,38898.12396,35937.63426,34789.28674,36350.82163,
Vietnam,919.2092656,1164.612525,1232.370355,1333.583524,1542.669881,1754.547974,1907.564382,2052.319084,2107.012927,2214.387662
Vanuatu,2393.367265,2697.961375,2643.441423,2965.802434,3275.091684,3158.58688,3167.343056,3148.365103,2805.83414,2860.566475
World,8660.974035,9382.642832,8787.273503,9516.346699,10449.37918,10551.74282,10718.69089,10874.86324,10163.90277,10191.30982
Samoa,3022.561555,3509.761499,3035.068269,3453.434298,3942.051645,4234.640751,4219.024862,4179.049934,4149.411429,4030.013144
Kosovo,2788.479464,3254.860674,3209.694109,3283.211938,3712.613666,3586.15377,3877.031087,4054.721339,3574.481782,3661.429847
"Yemen, Rep.",995.6284828,1203.720733,1093.812918,1309.23196,1349.42025,1420.842721,1580.181601,1647.033657,1401.903319,990.334774
South Africa,6117.225661,5793.261704,5914.076647,7361.75585,8058.833135,7548.255638,6880.445673,6484.584983,5773.483132,5284.603604
Zambia,1104.587985,1369.068249,1139.110233,1463.213573,1644.619672,1734.930612,1850.793359,1738.088202,1313.889646,1269.573537
Zimbabwe,396.9982166,325.6785703,624.2722425,719.979517,840.9498799,968.1638715,1026.388289,1031.104616,1033.415842,1029.076649
